saps,fecha,servicio,turno,consulta_cantidad,rango_etario,sexo,detalle
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,F,URGENCIA
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,TARDE,2.0,5 - 14 AÑOS,M,URGENCIA
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,M,URGENCIA
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,TARDE,7.0,20 - 39 AÑOS,F,URGENCIA
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,TARDE,7.0,20 - 39 AÑOS,M,URGENCIA
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,TARDE,2.0,40 - 69 AÑOS,F,URGENCIA
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,TARDE,5.0,40 - 69 AÑOS,M,URGENCIA
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,MANANA,2.0,5 - 14 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,TARDE,3.0,20 - 39 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,TARDE,1.0,20 - 39 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,TARDE,1.0,40 - 69 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,F,TARTREC Y CEPILLADO MECAniCO
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,TARDE,2.0,20 - 39 AÑOS,F,TARTREC Y CEPILLADO MECAniCO
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,TARDE,1.0,40 - 69 AÑOS,F,TARTREC Y CEPILLADO MECAniCO
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,F,APLICACION DE FLUOR
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,M,APLICACION DE FLUOR
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,TARDE,2.0,20 - 39 AÑOS,F,APLICACION DE FLUOR
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,TARDE,2.0,20 - 39 AÑOS,F,EXTRACCION DENTARIA
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,TARDE,1.0,20 - 39 AÑOS,M,EXTRACCION DENTARIA
DR. GUILLERMO RAWSON,2021-08-31,ODONTOLOGIA,TARDE,1.0,40 - 69 AÑOS,M,EXTRACCION DENTARIA
ESPERANZA,2021-08-01,ODONTOLOGIA,TARDE,6.0,5 - 14 AÑOS,F,URGENCIA
ESPERANZA,2021-08-01,ODONTOLOGIA,TARDE,4.0,5 - 14 AÑOS,M,URGENCIA
ESPERANZA,2021-08-01,ODONTOLOGIA,TARDE,5.0,15 - 19 AÑOS,F,URGENCIA
ESPERANZA,2021-08-01,ODONTOLOGIA,TARDE,5.0,15 - 19 AÑOS,M,URGENCIA
ESPERANZA,2021-08-01,ODONTOLOGIA,TARDE,10.0,20 - 39 AÑOS,F,URGENCIA
ESPERANZA,2021-08-01,ODONTOLOGIA,TARDE,4.0,20 - 39 AÑOS,M,URGENCIA
ESPERANZA,2021-08-01,ODONTOLOGIA,TARDE,5.0,40 - 69 AÑOS,F,URGENCIA
ESPERANZA,2021-08-01,ODONTOLOGIA,TARDE,5.0,40 - 69 AÑOS,M,URGENCIA
ESPERANZA,2021-08-01,ODONTOLOGIA,TARDE,3.0,5 - 14 AÑOS,M,APLICACION DE FLUOR
ESPERANZA,2021-08-01,ODONTOLOGIA,TARDE,6.0,15 - 19 AÑOS,F,APLICACION DE FLUOR
ESPERANZA,2021-08-01,ODONTOLOGIA,TARDE,3.0,15 - 19 AÑOS,F,APLICACION DE FLUOR
ESPERANZA,2021-08-01,ODONTOLOGIA,TARDE,3.0,5 - 14 AÑOS,F,INACTIVACION DE CARIES
ESPERANZA,2021-08-01,ODONTOLOGIA,TARDE,8.0,5 - 14 AÑOS,M,INACTIVACION DE CARIES
ESPERANZA,2021-08-01,ODONTOLOGIA,TARDE,6.0,5 - 14 AÑOS,M,EXTRACCION DENTARIA
ESPERANZA,2021-08-01,ODONTOLOGIA,TARDE,8.0,15 - 19 AÑOS,F,EXTRACCION DENTARIA
ESPERANZA,2021-08-01,ODONTOLOGIA,TARDE,12.0,15 - 19 AÑOS,M,EXTRACCION DENTARIA
ESPERANZA,2021-08-01,ODONTOLOGIA,TARDE,14.0,20 - 39 AÑOS,F,EXTRACCION DENTARIA
ESPERANZA,2021-08-01,ODONTOLOGIA,TARDE,24.0,20 - 39 AÑOS,M,EXTRACCION DENTARIA
ESPERANZA,2021-08-01,ODONTOLOGIA,TARDE,12.0,40 - 69 AÑOS,F,EXTRACCION DENTARIA
ESPERANZA,2021-08-01,ODONTOLOGIA,TARDE,2.0,40 - 69 AÑOS,M,EXTRACCION DENTARIA
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,5.0,15 - 19 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,7.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,1.0,40 - 69 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,1.0,1 - 4 AÑOS,F,URGENCIA
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,F,URGENCIA
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,M,URGENCIA
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,5.0,15 - 19 AÑOS,F,URGENCIA
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,M,URGENCIA
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,6.0,20 - 39 AÑOS,F,URGENCIA
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,1.0,40 - 69 AÑOS,F,URGENCIA
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,M,DERIVACION
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,1.0,1 - 4 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,5.0,15 - 19 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,7.0,20 - 39 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,1.0,40 - 69 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,F,TRATAMIENTO DE DIENTES PRIMARIos CON FORM
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,M,TRATAMIENTO DE DIENTES PRIMARIos CON FORM
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,M,TRATAMIENTO DE DIENTES PRIMARIos CON FORM
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,1.0,1 - 4 AÑOS,F,APLICACION DE FLUOR
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,F,APLICACION DE FLUOR
Dr. CALMANASH,2021-08-01,ODONTOLOGIA,TARDE,2.0,15 - 19 AÑOS,M,APLICACION DE FLUOR
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,1.0,1 - 4 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,5.0,1 - 4 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,2.0,5 - 14 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,4.0,5 - 14 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,F,URGENCIA
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,M,URGENCIA
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,2.0,5 - 14 AÑOS,F,INACTIVACION DE CARIES
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,2.0,5 - 14 AÑOS,M,INACTIVACION DE CARIES
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,2.0,5 - 14 AÑOS,M,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,TARDE,3.0,1 - 4 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,TARDE,2.0,1 - 4 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,TARDE,3.0,5 - 14 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,TARDE,9.0,5 - 14 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,TARDE,2.0,15 - 19 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,TARDE,21.0,20 - 39 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,TARDE,3.0,20 - 39 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,TARDE,1.0,40 - 69 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,TARDE,1.0,>= 70 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,F,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,F,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,TARDE,3.0,20 - 39 AÑOS,F,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,TARDE,1.0,20 - 39 AÑOS,M,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,TARDE,3.0,40 - 69 AÑOS,F,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,TARDE,1.0,>= 70 AÑOS,F,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,TARDE,2.0,5 - 14 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,TARDE,4.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,MANANA,3.0,1 - 4 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,MANANA,2.0,1 - 4 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,MANANA,3.0,5 - 14 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,MANANA,9.0,5 - 14 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,MANANA,24.0,20 - 39 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,MANANA,3.0,20 - 39 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,MANANA,1.0,>= 70 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,F,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,F,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,MANANA,3.0,20 - 39 AÑOS,F,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,M,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,MANANA,3.0,40 - 69 AÑOS,F,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,MANANA,1.0,>= 70 AÑOS,F,EXTRACCION DENTARIA
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,MANANA,2.0,5 - 14 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. PEDRO BLUGERMAN,2021-08-01,ODONTOLOGIA,MANANA,4.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,1.0,< 1 AÑO,F,CONSULTA-ADULTO (Desde 15 anios)
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,1.0,< 1 AÑO,M,CONSULTA-ADULTO (Desde 15 anios)
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,7.0,1 - 4 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,1.0,1 - 4 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,7.0,5 - 14 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,9.0,5 - 14 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,2.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,1.0,15 - 19 AÑOS,F,URGENCIA
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,6.0,20 - 39 AÑOS,F,URGENCIA
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,M,URGENCIA
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,1.0,1 - 4 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,3.0,1 - 4 AÑOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
SAN MARCOS,2021-08-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. ALBERTO LIFSCHITZ,2021-08-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. ALBERTO LIFSCHITZ,2021-08-01,ODONTOLOGIA,MANANA,16.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. ALBERTO LIFSCHITZ,2021-08-01,ODONTOLOGIA,MANANA,5.0,20 - 39 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. ALBERTO LIFSCHITZ,2021-08-01,ODONTOLOGIA,MANANA,5.0,40 - 69 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. ALBERTO LIFSCHITZ,2021-08-01,ODONTOLOGIA,MANANA,2.0,40 - 69 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. ALBERTO LIFSCHITZ,2021-08-01,ODONTOLOGIA,MANANA,2.0,>= 70 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. ALBERTO LIFSCHITZ,2021-08-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,M,FOTOCURADO ANTERIORES Y PosTERIORES
DR. ALBERTO LIFSCHITZ,2021-08-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,F,FOTOCURADO ANTERIORES Y PosTERIORES
DR. ALBERTO LIFSCHITZ,2021-08-01,ODONTOLOGIA,MANANA,2.0,1 - 4 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. ALBERTO LIFSCHITZ,2021-08-01,ODONTOLOGIA,MANANA,1.0,1 - 4 AÑOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. ALBERTO LIFSCHITZ,2021-08-01,ODONTOLOGIA,MANANA,2.0,5 - 14 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. ALBERTO LIFSCHITZ,2021-08-01,ODONTOLOGIA,MANANA,2.0,5 - 14 AÑOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. ALBERTO LIFSCHITZ,2021-08-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. ALBERTO LIFSCHITZ,2021-08-01,ODONTOLOGIA,MANANA,1.0,20 - 39 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. ALBERTO LIFSCHITZ,2021-08-01,ODONTOLOGIA,MANANA,2.0,40 - 69 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. ALBERTO LIFSCHITZ,2021-08-01,ODONTOLOGIA,MANANA,1.0,40 - 69 AÑOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
DR. ALBERTO LIFSCHITZ,2021-08-01,ODONTOLOGIA,MANANA,1.0,1 - 4 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. ALBERTO LIFSCHITZ,2021-08-01,ODONTOLOGIA,MANANA,3.0,5 - 14 AÑOS,F,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. ALBERTO LIFSCHITZ,2021-08-01,ODONTOLOGIA,MANANA,5.0,5 - 14 AÑOS,M,CONSULTAS FICHADAS Y MOTIVACION (ninios hasta 14 anios)
DR. ALBERTO LIFSCHITZ,2021-08-01,ODONTOLOGIA,MANANA,2.0,40 - 69 AÑOS,F,EXTRACCION DENTARIA
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,3.0,1 - 4 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,3.0,1 - 4 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,17.0,5 - 14 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,8.0,5 - 14 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,22.0,15 - 19 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,53.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,9.0,20 - 39 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,1.0,40 - 69 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,8.0,15 - 19 AÑOS,F,TARTREC Y CEPILLADO MECAniCO
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,10.0,20 - 39 AÑOS,F,TARTREC Y CEPILLADO MECAniCO
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,5.0,20 - 39 AÑOS,M,TARTREC Y CEPILLADO MECAniCO
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,1.0,40 - 69 AÑOS,M,TARTREC Y CEPILLADO MECAniCO
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,3.0,1 - 4 AÑOS,F,INACTIVACION DE CARIES
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,3.0,1 - 4 AÑOS,M,INACTIVACION DE CARIES
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,14.0,5 - 14 AÑOS,F,INACTIVACION DE CARIES
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,5.0,5 - 14 AÑOS,M,INACTIVACION DE CARIES
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,9.0,15 - 19 AÑOS,F,INACTIVACION DE CARIES
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,M,INACTIVACION DE CARIES
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,20.0,20 - 39 AÑOS,F,INACTIVACION DE CARIES
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,2.0,20 - 39 AÑOS,M,INACTIVACION DE CARIES
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,3.0,1 - 4 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,3.0,1 - 4 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,3.0,5 - 14 AÑOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,1.0,5 - 14 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,3.0,15 - 19 AÑOS,M,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,1.0,15 - 19 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,10.0,20 - 39 AÑOS,F,"DETENCION, CONTROL PLACA BACTERIANA Y ENS"
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,2.0,5 - 14 AÑOS,M,EXTRACCION DENTARIA
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,2.0,15 - 19 AÑOS,F,EXTRACCION DENTARIA
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,13.0,20 - 39 AÑOS,F,EXTRACCION DENTARIA
SANTA MARTA,2021-09-01,ODONTOLOGIA,TARDE,2.0,20 - 39 AÑOS,M,EXTRACCION DENTARIA
DR. ANIBAL MALVIDO,2021-09-01,ODONTOLOGIA,MANANA,3.0,5 - 14 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2021-09-01,ODONTOLOGIA,MANANA,4.0,5 - 14 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2021-09-01,ODONTOLOGIA,MANANA,9.0,15 - 19 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2021-09-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2021-09-01,ODONTOLOGIA,MANANA,9.0,20 - 39 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2021-09-01,ODONTOLOGIA,MANANA,2.0,20 - 39 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2021-09-01,ODONTOLOGIA,MANANA,8.0,40 - 69 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2021-09-01,ODONTOLOGIA,MANANA,6.0,40 - 69 AÑOS,M,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2021-09-01,ODONTOLOGIA,MANANA,1.0,>= 70 AÑOS,F,CONSULTA-ADULTO (Desde 15 anios)
DR. ANIBAL MALVIDO,2021-09-01,ODONTOLOGIA,MANANA,1.0,1 - 4 AÑOS,F,URGENCIA
DR. ANIBAL MALVIDO,2021-09-01,ODONTOLOGIA,MANANA,1.0,5 - 14 AÑOS,F,URGENCIA
DR. ANIBAL MALVIDO,2021-09-01,ODONTOLOGIA,MANANA,3.0,5 - 14 AÑOS,M,URGENCIA
DR. ANIBAL MALVIDO,2021-09-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,F,URGENCIA
DR. ANIBAL MALVIDO,2021-09-01,ODONTOLOGIA,MANANA,2.0,15 - 19 AÑOS,M,URGENCIA
